Question Content,Image ID,Image Path,Categories
Is the cellphone actually on?,150821,COCO_train2014_000000150821.jpg,"[1, 77]"
Who is this man?,150821,COCO_train2014_000000150821.jpg,"[1, 77]"
What kind of concourse is this?,406245,COCO_train2014_000000406245.jpg,"[32, 33, 1, 27, 31]"
What city is this in?,406245,COCO_train2014_000000406245.jpg,"[32, 33, 1, 27, 31]"
Is this an airport or train station?,406245,COCO_train2014_000000406245.jpg,"[32, 33, 1, 27, 31]"
How many people use this terminal a day?,406245,COCO_train2014_000000406245.jpg,"[32, 33, 1, 27, 31]"
What station is that?,406245,COCO_train2014_000000406245.jpg,"[32, 33, 1, 27, 31]"
What brand of shirt is that?,145621,COCO_train2014_000000145621.jpg,"[1, 77]"
Is this the first time this man has had a cell phone?,145621,COCO_train2014_000000145621.jpg,"[1, 77]"
Where did you get that shirt?,145621,COCO_train2014_000000145621.jpg,"[1, 77]"
What is he smiling about?,145621,COCO_train2014_000000145621.jpg,"[1, 77]"
Who is he talking to?,145621,COCO_train2014_000000145621.jpg,"[1, 77]"
What ocean is that?,248797,COCO_train2014_000000248797.jpg,"[62, 9, 38, 1]"
Is that some kind of kite?,248797,COCO_train2014_000000248797.jpg,"[62, 9, 38, 1]"
What is the object in the sky?,248797,COCO_train2014_000000248797.jpg,"[62, 9, 38, 1]"
Where do you get a pinwheel kite?,248797,COCO_train2014_000000248797.jpg,"[62, 9, 38, 1]"
What are they flying?,248797,COCO_train2014_000000248797.jpg,"[62, 9, 38, 1]"
How old is that beige and boxy laptop?,385401,COCO_train2014_000000385401.jpg,"[73, 1, 76]"
How old are those computers?,385401,COCO_train2014_000000385401.jpg,"[73, 1, 76]"
What is he typing on the computer?,385401,COCO_train2014_000000385401.jpg,"[73, 1, 76]"
How old are those laptops?,385401,COCO_train2014_000000385401.jpg,"[73, 1, 76]"
How old are these computers?,385401,COCO_train2014_000000385401.jpg,"[73, 1, 76]"
Did he win the competition?,188009,COCO_train2014_000000188009.jpg,"[1, 33, 3, 73, 41]"
Is this a skateboard competition?,188009,COCO_train2014_000000188009.jpg,"[1, 33, 3, 73, 41]"
Is this a competition?,188009,COCO_train2014_000000188009.jpg,"[1, 33, 3, 73, 41]"
Why is his skateboard so small,188009,COCO_train2014_000000188009.jpg,"[1, 33, 3, 73, 41]"
Is this part of a skateboarding competition?,188009,COCO_train2014_000000188009.jpg,"[1, 33, 3, 73, 41]"
What is she doing on the phone?,261673,COCO_train2014_000000261673.jpg,"[1, 31, 77, 63]"
Do you think anyone still uses those phones?,261673,COCO_train2014_000000261673.jpg,"[1, 31, 77, 63]"
Is it cold inside the house?,261673,COCO_train2014_000000261673.jpg,"[1, 31, 77, 63]"
Is she texting?,261673,COCO_train2014_000000261673.jpg,"[1, 31, 77, 63]"
What are they looking at on the phone?,261673,COCO_train2014_000000261673.jpg,"[1, 31, 77, 63]"
Where is the carriage going?,290136,COCO_train2014_000000290136.jpg,"[1, 18, 19]"
Where is the carriage going?,290136,COCO_train2014_000000290136.jpg,"[1, 18, 19]"
How much did the tour cost?,290136,COCO_train2014_000000290136.jpg,"[1, 18, 19]"
How much does a horse drawn tour cost?,290136,COCO_train2014_000000290136.jpg,"[1, 18, 19]"
Are they in Charleston?,290136,COCO_train2014_000000290136.jpg,"[1, 18, 19]"
Is this a pizza party?,358300,COCO_train2014_000000358300.jpg,"[59, 67, 1]"
Are they serving for the homeless?,358300,COCO_train2014_000000358300.jpg,"[59, 67, 1]"
Where are the pizzas from?,358300,COCO_train2014_000000358300.jpg,"[59, 67, 1]"
Why so many pizzas?,358300,COCO_train2014_000000358300.jpg,"[59, 67, 1]"
What is the occasion?,358300,COCO_train2014_000000358300.jpg,"[59, 67, 1]"
Who is she playing against?,500005,COCO_train2014_000000500005.jpg,"[1, 43]"
How often does she play tennis?,500005,COCO_train2014_000000500005.jpg,"[1, 43]"
Who won the tennis match?,500005,COCO_train2014_000000500005.jpg,"[1, 43]"
How fast is her serve?,500005,COCO_train2014_000000500005.jpg,"[1, 43]"
Who is that tennis player?,500005,COCO_train2014_000000500005.jpg,"[1, 43]"
Who is flying the kite?,409681,COCO_train2014_000000409681.jpg,"[1, 38]"
How large is that kite?,409681,COCO_train2014_000000409681.jpg,"[1, 38]"
It's not a real skin is it?,409681,COCO_train2014_000000409681.jpg,"[1, 38]"
Is that a kite?,409681,COCO_train2014_000000409681.jpg,"[1, 38]"
How many people do they need to fly this kite?,409681,COCO_train2014_000000409681.jpg,"[1, 38]"
Are the logs going to fall out of the truck?,270716,COCO_train2014_000000270716.jpg,"[8, 1, 3, 27]"
Where is this?,270716,COCO_train2014_000000270716.jpg,"[8, 1, 3, 27]"
Is that your semi?,270716,COCO_train2014_000000270716.jpg,"[8, 1, 3, 27]"
Did the logs stay on the truck?,270716,COCO_train2014_000000270716.jpg,"[8, 1, 3, 27]"
Where is he hauling the logs?,270716,COCO_train2014_000000270716.jpg,"[8, 1, 3, 27]"
What city is this in?,250737,COCO_train2014_000000250737.jpg,"[1, 3, 4]"
Is this a parade?,250737,COCO_train2014_000000250737.jpg,"[1, 3, 4]"
Who was the parade for?,250737,COCO_train2014_000000250737.jpg,"[1, 3, 4]"
What event is going on?,250737,COCO_train2014_000000250737.jpg,"[1, 3, 4]"
How long has he been a police officer?,250737,COCO_train2014_000000250737.jpg,"[1, 3, 4]"
Do you make a lot of big meals?,2083,COCO_train2014_000000002083.jpg,"[64, 1, 44, 47, 79, 81, 51, 84, 85, 86]"
How do you decide who does the dishes?,2083,COCO_train2014_000000002083.jpg,"[64, 1, 44, 47, 79, 81, 51, 84, 85, 86]"
Is this photo from the nineties?,2083,COCO_train2014_000000002083.jpg,"[64, 1, 44, 47, 79, 81, 51, 84, 85, 86]"
Did they just eat dinner?,2083,COCO_train2014_000000002083.jpg,"[64, 1, 44, 47, 79, 81, 51, 84, 85, 86]"
What food is she cleaning off the plate?,2083,COCO_train2014_000000002083.jpg,"[64, 1, 44, 47, 79, 81, 51, 84, 85, 86]"
What model of plane is that?,163091,COCO_train2014_000000163091.jpg,"[1, 5]"
Where was that museum?,163091,COCO_train2014_000000163091.jpg,"[1, 5]"
What kind of plane is that?,163091,COCO_train2014_000000163091.jpg,"[1, 5]"
Where is this aircraft museum?,163091,COCO_train2014_000000163091.jpg,"[1, 5]"
Did you get to go inside any of the airplanes?,163091,COCO_train2014_000000163091.jpg,"[1, 5]"
What country are these elephants from?,354220,COCO_train2014_000000354220.jpg,"[1, 27, 22]"
Where are they riding to?,354220,COCO_train2014_000000354220.jpg,"[1, 27, 22]"
How do they manage to tame the elephants?,354220,COCO_train2014_000000354220.jpg,"[1, 27, 22]"
How long can you ride on these elephants for?,354220,COCO_train2014_000000354220.jpg,"[1, 27, 22]"
How old is the photo?,354220,COCO_train2014_000000354220.jpg,"[1, 27, 22]"
Why did pictures look so bad?,39708,COCO_train2014_000000039708.jpg,"[1, 3, 43]"
ARe they all wearing socks?,39708,COCO_train2014_000000039708.jpg,"[1, 3, 43]"
Is this the tennis team?,39708,COCO_train2014_000000039708.jpg,"[1, 3, 43]"
Are these tennis players still playing today?,39708,COCO_train2014_000000039708.jpg,"[1, 3, 43]"
Are there tennis team?,39708,COCO_train2014_000000039708.jpg,"[1, 3, 43]"
Why are they throwing away a fridge?,254101,COCO_train2014_000000254101.jpg,[82]
Why is that refridgerator chained up?,254101,COCO_train2014_000000254101.jpg,[82]
Why don't they get rid of all the scrap metal?,254101,COCO_train2014_000000254101.jpg,[82]
What is that poster of?,254101,COCO_train2014_000000254101.jpg,[82]
Who are the people in that poster?,254101,COCO_train2014_000000254101.jpg,[82]
Was that a good book?,315568,COCO_train2014_000000315568.jpg,"[65, 84, 1]"
What book is the woman reading?,315568,COCO_train2014_000000315568.jpg,"[65, 84, 1]"
What book was she reading?,315568,COCO_train2014_000000315568.jpg,"[65, 84, 1]"
What is her name?,315568,COCO_train2014_000000315568.jpg,"[65, 84, 1]"
Is it a good book?,315568,COCO_train2014_000000315568.jpg,"[65, 84, 1]"
Is the store open?,559995,COCO_train2014_000000559995.jpg,"[64, 1, 3, 67, 11, 28, 62]"
Why do they have a one way sign in the only direction you can go in?,559995,COCO_train2014_000000559995.jpg,"[64, 1, 3, 67, 11, 28, 62]"
Where is this street?,559995,COCO_train2014_000000559995.jpg,"[64, 1, 3, 67, 11, 28, 62]"
What city is this?,559995,COCO_train2014_000000559995.jpg,"[64, 1, 3, 67, 11, 28, 62]"
Where is that car going?,559995,COCO_train2014_000000559995.jpg,"[64, 1, 3, 67, 11, 28, 62]"
How many years has he been surfing?,307817,COCO_train2014_000000307817.jpg,"[1, 42]"
Is it a waterfall?,307817,COCO_train2014_000000307817.jpg,"[1, 42]"
Is this guy a professional surfer?,307817,COCO_train2014_000000307817.jpg,"[1, 42]"
Is the man going to wash out?,307817,COCO_train2014_000000307817.jpg,"[1, 42]"
How much body fat does he have?,307817,COCO_train2014_000000307817.jpg,"[1, 42]"
Why is she wearing suspenders and a tie?,441905,COCO_train2014_000000441905.jpg,"[32, 1]"
Was this on TV?,441905,COCO_train2014_000000441905.jpg,"[32, 1]"
Why is the woman here dressed in somewhat masculine clothes?,441905,COCO_train2014_000000441905.jpg,"[32, 1]"
Is she appearing in a play?,441905,COCO_train2014_000000441905.jpg,"[32, 1]"
Where can I buy a tie like that?,441905,COCO_train2014_000000441905.jpg,"[32, 1]"
What kind of birds are these?,381547,COCO_train2014_000000381547.jpg,"[16, 9, 1]"
What are those posts used for?,381547,COCO_train2014_000000381547.jpg,"[16, 9, 1]"
What body of water was this on?,381547,COCO_train2014_000000381547.jpg,"[16, 9, 1]"
What is sticking out of the water?,381547,COCO_train2014_000000381547.jpg,"[16, 9, 1]"
Where is this?,381547,COCO_train2014_000000381547.jpg,"[16, 9, 1]"
Was the bear a gift?,399825,COCO_train2014_000000399825.jpg,[88]
Where can I get that bear?,399825,COCO_train2014_000000399825.jpg,[88]
Is that bear a gift?,399825,COCO_train2014_000000399825.jpg,[88]
Was it in the trash?,399825,COCO_train2014_000000399825.jpg,[88]
What is the piece of wood for?,399825,COCO_train2014_000000399825.jpg,[88]
Who is she waiting for?,172501,COCO_train2014_000000172501.jpg,"[1, 3, 28, 31]"
Where is she going?,172501,COCO_train2014_000000172501.jpg,"[1, 3, 28, 31]"
How long has the woman been walking?,172501,COCO_train2014_000000172501.jpg,"[1, 3, 28, 31]"
Why does she look frightened?,172501,COCO_train2014_000000172501.jpg,"[1, 3, 28, 31]"
Why is she standing in the middle of the street?,172501,COCO_train2014_000000172501.jpg,"[1, 3, 28, 31]"
What beach is she at?,155198,COCO_train2014_000000155198.jpg,"[8, 1, 2, 28]"
What beach is this?,155198,COCO_train2014_000000155198.jpg,"[8, 1, 2, 28]"
Is this on a beach?,155198,COCO_train2014_000000155198.jpg,"[8, 1, 2, 28]"
Is this beach located in South America?,155198,COCO_train2014_000000155198.jpg,"[8, 1, 2, 28]"
When were parasols first in fashion?,155198,COCO_train2014_000000155198.jpg,"[8, 1, 2, 28]"
What game are they plating?,462037,COCO_train2014_000000462037.jpg,"[72, 1, 75]"
What video game system are they using?,462037,COCO_train2014_000000462037.jpg,"[72, 1, 75]"
What game are they playing?,462037,COCO_train2014_000000462037.jpg,"[72, 1, 75]"
What game are they playing?,462037,COCO_train2014_000000462037.jpg,"[72, 1, 75]"
What type of gaming are they playing?,462037,COCO_train2014_000000462037.jpg,"[72, 1, 75]"
How old is the boy ?,259652,COCO_train2014_000000259652.jpg,"[1, 41]"
How old is the boy?,259652,COCO_train2014_000000259652.jpg,"[1, 41]"
Is this boy normally a deep thinker?,259652,COCO_train2014_000000259652.jpg,"[1, 41]"
What is he waiting on?,259652,COCO_train2014_000000259652.jpg,"[1, 41]"
Is the boy waiting?,259652,COCO_train2014_000000259652.jpg,"[1, 41]"
What team does this girl play for?,200910,COCO_train2014_000000200910.jpg,"[1, 37]"
Who won?,200910,COCO_train2014_000000200910.jpg,"[1, 37]"
What's the score in the game?,200910,COCO_train2014_000000200910.jpg,"[1, 37]"
What type of ball is that?,200910,COCO_train2014_000000200910.jpg,"[1, 37]"
Is this a pro or amateur soccer game?,200910,COCO_train2014_000000200910.jpg,"[1, 37]"
Do this man realize he has someone snooping behind him?,239307,COCO_train2014_000000239307.jpg,"[1, 85, 77, 62]"
Why is the man blurry?,239307,COCO_train2014_000000239307.jpg,"[1, 85, 77, 62]"
What kind of phone is that?,239307,COCO_train2014_000000239307.jpg,"[1, 85, 77, 62]"
Do you think he actually knows how to use a smartphone?,239307,COCO_train2014_000000239307.jpg,"[1, 85, 77, 62]"
What is the man trying to do?,239307,COCO_train2014_000000239307.jpg,"[1, 85, 77, 62]"
Does he really watch it?,28878,COCO_train2014_000000028878.jpg,"[72, 1, 18, 86]"
What kind of shows do dogs prefer?,28878,COCO_train2014_000000028878.jpg,"[72, 1, 18, 86]"
Does the dog watch TV often?,28878,COCO_train2014_000000028878.jpg,"[72, 1, 18, 86]"
Does the dog like the show?,28878,COCO_train2014_000000028878.jpg,"[72, 1, 18, 86]"
What show is the dog watching?,28878,COCO_train2014_000000028878.jpg,"[72, 1, 18, 86]"
Where were you?,356868,COCO_train2014_000000356868.jpg,"[32, 1, 70, 77, 81, 27]"
Did you remember your lederhosen?,356868,COCO_train2014_000000356868.jpg,"[32, 1, 70, 77, 81, 27]"
Is this woman really fat?,356868,COCO_train2014_000000356868.jpg,"[32, 1, 70, 77, 81, 27]"
What is she wearing?,356868,COCO_train2014_000000356868.jpg,"[32, 1, 70, 77, 81, 27]"
So you square dance?,356868,COCO_train2014_000000356868.jpg,"[32, 1, 70, 77, 81, 27]"
Who won the game?,56313,COCO_train2014_000000056313.jpg,"[40, 1, 39]"
What team does that guy play for?,56313,COCO_train2014_000000056313.jpg,"[40, 1, 39]"
What team does he play for?,56313,COCO_train2014_000000056313.jpg,"[40, 1, 39]"
Do you think the baseball player is happy right now?,56313,COCO_train2014_000000056313.jpg,"[40, 1, 39]"
Did this player strike out?,56313,COCO_train2014_000000056313.jpg,"[40, 1, 39]"
How old are those girls?,357799,COCO_train2014_000000357799.jpg,"[8, 1, 40, 3]"
Do they play in competitions yet?,357799,COCO_train2014_000000357799.jpg,"[8, 1, 40, 3]"
Do the girls slide in to the bases?,357799,COCO_train2014_000000357799.jpg,"[8, 1, 40, 3]"
How old are those girls?,357799,COCO_train2014_000000357799.jpg,"[8, 1, 40, 3]"
Are these two girls siblings?,357799,COCO_train2014_000000357799.jpg,"[8, 1, 40, 3]"
Is he sliding across the top of that structure?,43829,COCO_train2014_000000043829.jpg,"[1, 36]"
Does the person make it down without falling?,43829,COCO_train2014_000000043829.jpg,"[1, 36]"
How old is the person snowboarding?,43829,COCO_train2014_000000043829.jpg,"[1, 36]"
What kind of trick is that?,43829,COCO_train2014_000000043829.jpg,"[1, 36]"
Is this person going to make the jump?,43829,COCO_train2014_000000043829.jpg,"[1, 36]"
Where are these children traveling?,104343,COCO_train2014_000000104343.jpg,"[33, 27, 1, 31]"
Where were the students traveling?,104343,COCO_train2014_000000104343.jpg,"[33, 27, 1, 31]"
Where do these kids go to school to have uniforms like that?,104343,COCO_train2014_000000104343.jpg,"[33, 27, 1, 31]"
Where are these kids going?,104343,COCO_train2014_000000104343.jpg,"[33, 27, 1, 31]"
How long will she be gone?,104343,COCO_train2014_000000104343.jpg,"[33, 27, 1, 31]"
Did he ride any large waves?,467068,COCO_train2014_000000467068.jpg,"[1, 42]"
How big are those waves?,467068,COCO_train2014_000000467068.jpg,"[1, 42]"
Can this surfer handle multiple waves?,467068,COCO_train2014_000000467068.jpg,"[1, 42]"
Is that a river that he's surfing?,467068,COCO_train2014_000000467068.jpg,"[1, 42]"
Where is this?,467068,COCO_train2014_000000467068.jpg,"[1, 42]"
Are they standing on a cliff?,195472,COCO_train2014_000000195472.jpg,"[27, 1, 19]"
How long was the ride there?,195472,COCO_train2014_000000195472.jpg,"[27, 1, 19]"
Was it hard guiding the horse down the path?,195472,COCO_train2014_000000195472.jpg,"[27, 1, 19]"
Is that the ocean in the background?,195472,COCO_train2014_000000195472.jpg,"[27, 1, 19]"
How long has the people and the horse been traveling.,195472,COCO_train2014_000000195472.jpg,"[27, 1, 19]"
Is this zebra in the wild or is it in captivity?,251502,COCO_train2014_000000251502.jpg,[24]
Is tht zebra in the wild?,251502,COCO_train2014_000000251502.jpg,[24]
How did the zebra get dirty?,251502,COCO_train2014_000000251502.jpg,[24]
How old is the zebra?,251502,COCO_train2014_000000251502.jpg,[24]
Is the zebra running?,251502,COCO_train2014_000000251502.jpg,[24]
Are they old enough to drink alcohol?,324261,COCO_train2014_000000324261.jpg,"[65, 1, 73, 44, 77, 47, 27]"
Are these people having a fun party?,324261,COCO_train2014_000000324261.jpg,"[65, 1, 73, 44, 77, 47, 27]"
Are these guys even old enough to drink?,324261,COCO_train2014_000000324261.jpg,"[65, 1, 73, 44, 77, 47, 27]"
What is she drinking?,324261,COCO_train2014_000000324261.jpg,"[65, 1, 73, 44, 77, 47, 27]"
Will you be getting a bigger bed soon?,324261,COCO_train2014_000000324261.jpg,"[65, 1, 73, 44, 77, 47, 27]"
What are they talking about?,364455,COCO_train2014_000000364455.jpg,"[1, 67, 46, 31]"
Are they drinking wine?,364455,COCO_train2014_000000364455.jpg,"[1, 67, 46, 31]"
Who are they talking about?,364455,COCO_train2014_000000364455.jpg,"[1, 67, 46, 31]"
What restaurant are they eating at?,364455,COCO_train2014_000000364455.jpg,"[1, 67, 46, 31]"
What are they drinking?,364455,COCO_train2014_000000364455.jpg,"[1, 67, 46, 31]"
Is the woman taking a photo?,264309,COCO_train2014_000000264309.jpg,"[1, 77]"
What is she recording?,264309,COCO_train2014_000000264309.jpg,"[1, 77]"
Who is this woman?,264309,COCO_train2014_000000264309.jpg,"[1, 77]"
Is that a digital audio recorder?,264309,COCO_train2014_000000264309.jpg,"[1, 77]"
Did you talk to her?,264309,COCO_train2014_000000264309.jpg,"[1, 77]"
Did you make it?,149712,COCO_train2014_000000149712.jpg,[59]
Did you make that pizza yourself?,149712,COCO_train2014_000000149712.jpg,[59]
What kind of toppings are on the pizza?,149712,COCO_train2014_000000149712.jpg,[59]
What is the green stuff on this pizza?,149712,COCO_train2014_000000149712.jpg,[59]
Does the pizza taste good?,149712,COCO_train2014_000000149712.jpg,[59]
Why is there a sign that says SLOW?,459524,COCO_train2014_000000459524.jpg,"[1, 2, 10, 27, 31]"
Why is she holding the sign?,459524,COCO_train2014_000000459524.jpg,"[1, 2, 10, 27, 31]"
Why is that man carrying a slow sign?,459524,COCO_train2014_000000459524.jpg,"[1, 2, 10, 27, 31]"
Why are there people standing in the street?,459524,COCO_train2014_000000459524.jpg,"[1, 2, 10, 27, 31]"
What are the cross streets in this shot?,459524,COCO_train2014_000000459524.jpg,"[1, 2, 10, 27, 31]"
What is the occasion?,362683,COCO_train2014_000000362683.jpg,"[64, 1, 49, 51, 61]"
What are these people celebrating?,362683,COCO_train2014_000000362683.jpg,"[64, 1, 49, 51, 61]"
What's the reason for the cake?,362683,COCO_train2014_000000362683.jpg,"[64, 1, 49, 51, 61]"
What are they celebrating?,362683,COCO_train2014_000000362683.jpg,"[64, 1, 49, 51, 61]"
What flavor of cake is that?,362683,COCO_train2014_000000362683.jpg,"[64, 1, 49, 51, 61]"
What is she eating?,565513,COCO_train2014_000000565513.jpg,"[1, 60]"
What is she eating?,565513,COCO_train2014_000000565513.jpg,"[1, 60]"
Is he eating a calzone?,565513,COCO_train2014_000000565513.jpg,"[1, 60]"
Is that a cookie?,565513,COCO_train2014_000000565513.jpg,"[1, 60]"
Does the cat always watch tv?,354517,COCO_train2014_000000354517.jpg,"[72, 17, 51, 65]"
What show is the cat watching?,354517,COCO_train2014_000000354517.jpg,"[72, 17, 51, 65]"
Do you think the cat is actually watching what's on the television?,354517,COCO_train2014_000000354517.jpg,"[72, 17, 51, 65]"
How old is the kitten?,354517,COCO_train2014_000000354517.jpg,"[72, 17, 51, 65]"
Does he watch any other shows?,354517,COCO_train2014_000000354517.jpg,"[72, 17, 51, 65]"
Is this pizza very thick?,285634,COCO_train2014_000000285634.jpg,"[1, 67, 72, 47, 59, 62]"
why is that pizza so thick,285634,COCO_train2014_000000285634.jpg,"[1, 67, 72, 47, 59, 62]"
How thick is this pizza?,285634,COCO_train2014_000000285634.jpg,"[1, 67, 72, 47, 59, 62]"
Are they eating a pizza?,285634,COCO_train2014_000000285634.jpg,"[1, 67, 72, 47, 59, 62]"
What kind of pizza is that?,285634,COCO_train2014_000000285634.jpg,"[1, 67, 72, 47, 59, 62]"
Is this a UN camp?,271633,COCO_train2014_000000271633.jpg,"[1, 7, 44, 46, 15, 31, 63]"
Why are they sitting near a train track?,271633,COCO_train2014_000000271633.jpg,"[1, 7, 44, 46, 15, 31, 63]"
Are these people homeless?,271633,COCO_train2014_000000271633.jpg,"[1, 7, 44, 46, 15, 31, 63]"
Why is there furniture on the train tracks?,271633,COCO_train2014_000000271633.jpg,"[1, 7, 44, 46, 15, 31, 63]"
Where was this taken?,271633,COCO_train2014_000000271633.jpg,"[1, 7, 44, 46, 15, 31, 63]"
Who is she playing against?,395178,COCO_train2014_000000395178.jpg,"[1, 43, 44]"
Why are tennis courts different colors?,395178,COCO_train2014_000000395178.jpg,"[1, 43, 44]"
What tennis event is she playing in?,395178,COCO_train2014_000000395178.jpg,"[1, 43, 44]"
Who was she playing against?,395178,COCO_train2014_000000395178.jpg,"[1, 43, 44]"
What is her name?,395178,COCO_train2014_000000395178.jpg,"[1, 43, 44]"
What game are these people playing?,267048,COCO_train2014_000000267048.jpg,"[64, 1, 75, 78, 47, 82, 51, 86, 63]"
Why is the lady clapping?,267048,COCO_train2014_000000267048.jpg,"[64, 1, 75, 78, 47, 82, 51, 86, 63]"
Who was winning?,267048,COCO_train2014_000000267048.jpg,"[64, 1, 75, 78, 47, 82, 51, 86, 63]"
Why is she clapping?,267048,COCO_train2014_000000267048.jpg,"[64, 1, 75, 78, 47, 82, 51, 86, 63]"
Are they playing Nintendo Wii?,267048,COCO_train2014_000000267048.jpg,"[64, 1, 75, 78, 47, 82, 51, 86, 63]"
What is the score of the match?,398099,COCO_train2014_000000398099.jpg,"[1, 43, 37, 62]"
Is this woman serving the tennis ball?,398099,COCO_train2014_000000398099.jpg,"[1, 43, 37, 62]"
Do you watch often?,398099,COCO_train2014_000000398099.jpg,"[1, 43, 37, 62]"
What was the final score of the match?,398099,COCO_train2014_000000398099.jpg,"[1, 43, 37, 62]"
What is the tennis players name?,398099,COCO_train2014_000000398099.jpg,"[1, 43, 37, 62]"
What vieo game were they playing?,245590,COCO_train2014_000000245590.jpg,"[1, 75, 84, 63]"
Is this a typical date night?,245590,COCO_train2014_000000245590.jpg,"[1, 75, 84, 63]"
Is she going to win the video game?,245590,COCO_train2014_000000245590.jpg,"[1, 75, 84, 63]"
What game do you think they're playing,245590,COCO_train2014_000000245590.jpg,"[1, 75, 84, 63]"
What game are they playing?,245590,COCO_train2014_000000245590.jpg,"[1, 75, 84, 63]"
What are they washing the horse with?,155058,COCO_train2014_000000155058.jpg,"[1, 19]"
What is the main purpose of the horse?,155058,COCO_train2014_000000155058.jpg,"[1, 19]"
Was the horse friendly?,155058,COCO_train2014_000000155058.jpg,"[1, 19]"
Why is the horse so discolored?,155058,COCO_train2014_000000155058.jpg,"[1, 19]"
What kind of horse is that?,155058,COCO_train2014_000000155058.jpg,"[1, 19]"
What are they doing with the cow?,393503,COCO_train2014_000000393503.jpg,"[8, 1, 21]"
Did you try milking it?,393503,COCO_train2014_000000393503.jpg,"[8, 1, 21]"
Is this a contest?,393503,COCO_train2014_000000393503.jpg,"[8, 1, 21]"
What language is the text in?,393503,COCO_train2014_000000393503.jpg,"[8, 1, 21]"
What does that sign say in English?,393503,COCO_train2014_000000393503.jpg,"[8, 1, 21]"
Where is this?,8314,COCO_train2014_000000008314.jpg,"[1, 27, 36]"
What mountain is this?,8314,COCO_train2014_000000008314.jpg,"[1, 27, 36]"
What color lenses do you wear to combat snow blindness?,8314,COCO_train2014_000000008314.jpg,"[1, 27, 36]"
Did he hike all the way up the hill?,8314,COCO_train2014_000000008314.jpg,"[1, 27, 36]"
How high up is he?,8314,COCO_train2014_000000008314.jpg,"[1, 27, 36]"
What liquid is in that container?,196108,COCO_train2014_000000196108.jpg,"[1, 49, 79]"
Did you recently remodel the kitchen?,196108,COCO_train2014_000000196108.jpg,"[1, 49, 79]"
Why are there two ovens/,196108,COCO_train2014_000000196108.jpg,"[1, 49, 79]"
What is the woman carrying?,196108,COCO_train2014_000000196108.jpg,"[1, 49, 79]"
Is she cleaning?,196108,COCO_train2014_000000196108.jpg,"[1, 49, 79]"
What game are they playing?,86075,COCO_train2014_000000086075.jpg,"[1, 75]"
What game were they playing?,86075,COCO_train2014_000000086075.jpg,"[1, 75]"
What game are they playing?,86075,COCO_train2014_000000086075.jpg,"[1, 75]"
What video game do you think they're playing?,86075,COCO_train2014_000000086075.jpg,"[1, 75]"
Are these women trying to lose weight?,86075,COCO_train2014_000000086075.jpg,"[1, 75]"
Are the kids eating vegetables?,103251,COCO_train2014_000000103251.jpg,"[56, 1, 67, 51]"
Is that broccoli they are eating?,103251,COCO_train2014_000000103251.jpg,"[56, 1, 67, 51]"
How old are the girls?,103251,COCO_train2014_000000103251.jpg,"[56, 1, 67, 51]"
How old are the little girls?,103251,COCO_train2014_000000103251.jpg,"[56, 1, 67, 51]"
At what age did you first eat broccoli willingly?,103251,COCO_train2014_000000103251.jpg,"[56, 1, 67, 51]"
What is he feeding it?,201342,COCO_train2014_000000201342.jpg,"[1, 22]"
How old is the elephant?,201342,COCO_train2014_000000201342.jpg,"[1, 22]"
Is this man feeding the elephant?,201342,COCO_train2014_000000201342.jpg,"[1, 22]"
Is the man feeding the elephant something?,201342,COCO_train2014_000000201342.jpg,"[1, 22]"
What is he feeding that elephant?,201342,COCO_train2014_000000201342.jpg,"[1, 22]"
What breed of horse is that?,423247,COCO_train2014_000000423247.jpg,"[1, 19]"
Is this horse being fitted with a harness?,423247,COCO_train2014_000000423247.jpg,"[1, 19]"
Where is this?,423247,COCO_train2014_000000423247.jpg,"[1, 19]"
Is he spirited?,423247,COCO_train2014_000000423247.jpg,"[1, 19]"
Why is the horse dressed up?,423247,COCO_train2014_000000423247.jpg,"[1, 19]"
Who is the little girl?,375809,COCO_train2014_000000375809.jpg,"[38, 1, 6, 8]"
Did she fly it herself?,375809,COCO_train2014_000000375809.jpg,"[38, 1, 6, 8]"
What park are they at?,375809,COCO_train2014_000000375809.jpg,"[38, 1, 6, 8]"
Who do you think is flying the kite?,375809,COCO_train2014_000000375809.jpg,"[38, 1, 6, 8]"
Was this taken at an event?,375809,COCO_train2014_000000375809.jpg,"[38, 1, 6, 8]"
Where is this?,116968,COCO_train2014_000000116968.jpg,"[1, 42]"
Where is he surfing?,116968,COCO_train2014_000000116968.jpg,"[1, 42]"
"Is he going to surf, or just walk along the beach?",116968,COCO_train2014_000000116968.jpg,"[1, 42]"
What ocean is this?,116968,COCO_train2014_000000116968.jpg,"[1, 42]"
What ocean is this?,116968,COCO_train2014_000000116968.jpg,"[1, 42]"
Did he jump over you?,253334,COCO_train2014_000000253334.jpg,"[1, 35]"
Is the skier performing a trick?,253334,COCO_train2014_000000253334.jpg,"[1, 35]"
What is the name of this ski trick?,253334,COCO_train2014_000000253334.jpg,"[1, 35]"
Which ski slope is this?,253334,COCO_train2014_000000253334.jpg,"[1, 35]"
Did the skiier land this jump?,253334,COCO_train2014_000000253334.jpg,"[1, 35]"
How many people live here?,521867,COCO_train2014_000000521867.jpg,"[65, 82, 27, 62]"
Is that a picture of your ki,521867,COCO_train2014_000000521867.jpg,"[65, 82, 27, 62]"
